date,time_step_index,S(t),I(t),R(t),observed_I,simulated_new_cases,beta,nu,beta_per_interval,nu_per_interval,R0_per_day,R0_per_interval,infectious_period_days,infectious_period_intervals,,,,
2020-07-11,22,14733835.379775422,12.08121938385091,166.53900519510708,868,23.221387332305312,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2020-07-18,23,14733812.15838809,13.529795530084868,188.31181638165305,933,26.00566361658275,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2020-07-25,24,14733786.152724473,15.152019519117182,212.69525600885507,994,29.123694172129035,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2020-08-01,25,14733757.03,16.96869694051122,240.0022727596295,808,32.61546506918967,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2020-08-08,26,14733724.413565231,19.00312355376038,270.5833112151787,591,36.52574753575027,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2020-08-15,27,14733687.887817696,21.281382657205846,304.8307996469917,611,40.904669219627976,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2020-08-22,28,14733646.983148476,23.832677796587706,343.1841737280343,730,45.808353297412395,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2020-08-29,29,14733601.174795179,26.68970496938837,386.13549985232567,848,51.299633380025625,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2020-09-05,30,14733549.875161799,29.889068958761374,434.2357692423416,976,57.44885313,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2020-09-12,31,14733492.426308665,33.47174896048688,488.10194237472035,1511,64.33476048,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2020-09-19,32,14733428.091548188,37.48361925296675,548.4248325603176,2372,72.04550737328827,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2020-09-26,33,14733356.046040814,41.97603130892898,615.9779279,3123,80.67976747,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2020-10-03,34,14733275.36627335,47.006464463617235,691.6272621880476,4225,90.34798518382013,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2020-10-10,35,14733185.018288165,52.63925304328131,776.3424588,5039,101.17377140000463,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2020-10-17,36,14733083.844516765,58.94639872525073,871.2090845101952,5274,113.29546242952347,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2020-10-24,37,14732970.549054336,66.00847785210115,977.4424678131514,6041,126.8678609021008,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2020-10-31,38,14732843.681193434,73.91565446237578,1096.4031521051863,6391,142.06417906843126,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2020-11-07,39,14732701.617014365,82.76881093329561,1229.6141747020047,7603,159.07820717804134,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2020-11-14,40,14732542.538807187,92.68080936011597,1378.780383,10443,178.12673193961382,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2020-11-21,41,14732364.412075248,103.7778981239321,1545.810026629494,10038,199.4522324949503,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2020-11-28,42,14732164.959842753,116.20127952423174,1732.8388777245516,11142,223.32588407956064,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2020-12-05,43,14731941.633958673,130.10885587068614,1942.2571854574667,12687,250.0509022846818,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2020-12-12,44,14731691.583056388,145.6771730327228,2176.739770581006,13066,279.96626387163997,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2020-12-19,45,14731411.616792517,163.10358212192344,2439.279625363466,15667,313.4508430864662,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2020-12-26,46,14731098.16594943,182.60864171049462,2733.225408860858,15623,350.9280056413263,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-01-02,47,14730747.237943789,204.43878473866778,3062.3232714746973,20459,392.87070559710264,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-01-09,48,14730354.367238192,228.86927599228468,3430.7634858186157,24875,439.80713343061507,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-01-16,49,14729914.560104761,256.20748768061566,3843.232407560281,21385,492.3269664142281,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-01-23,50,14729422.233138347,286.79652213519194,4304.970339519864,16416,551.0882748328149,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-01-30,51,14728871.144863514,321.01921187933056,4821.835924607615,12774,616.8251394,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-02-06,52,14728254.319724152,359.3025281495331,5400.377747699196,9782,690.3560359217227,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-02-13,53,14727563.96368823,402.12242920884705,6047.913883,7901,772.5930439103395,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-02-20,54,14726791.37064432,450.0091792542701,6772.6201764269035,7462,864.5519317314029,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-02-27,55,14725926.818712588,503.5531671005369,7583.628120311507,7682,967.3631691429764,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-03-06,56,14724959.455543445,563.4112507623613,8491.133205793409,7938,1082.283908560872,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-03-13,57,14723877.171634885,630.3136491078402,9506.514716009347,9499,1210.7109660562128,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-03-20,58,14722666.460668828,705.0713943605931,10642.467936813566,11040,1354.1948163863271,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-03-27,59,14721312.265852442,788.5843487018592,11913.149798858736,14400,1514.4545933902264,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-04-03,60,14719797.811259052,881.8497737288077,13334.33896722214,18945,1693.394056033343,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-04-10,61,14718104.417203018,985.9714220477696,14923.611374936292,25584,1893.1184390373528,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-04-17,62,14716211.298763981,1102.1690946048209,16700.532141417196,30883,2115.9520531594753,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-04-24,63,14714095.346710822,1231.7885740386187,18686.864715143533,28350,2364.456430764869,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-05-01,64,14711730.890280057,1376.3118016922856,20906.79791825525,25215,2641.4487242419273,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-05-08,65,14709089.441555815,1537.3671119944609,23387.19133219467,20756,2950.019954102114,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-05-15,66,14706139.421601713,1716.7392705104933,26157.83912778096,16535,3293.5525662396103,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-05-22,67,14702845.869035473,1916.378978640011,29251.75198589175,12647,3675.736589,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-05-29,68,14699170.132446367,2138.4114060973657,32705.45614754028,7766,4100.583476884291,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-06-05,69,14695069.548969483,2385.143189307362,36559.30784121538,5212,4572.436479400843,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-06-12,70,14690497.112490082,2659.067187172232,40857.82032,3485,5095.9760893806815,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-06-19,71,14685401.136400701,2962.8641132452817,45649.99948605982,2420,5676.21878,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-06-26,72,14679724.917620668,3299.3999639788954,50989.68241536028,1884,6318.506859939545,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-07-03,73,14673406.410760729,3671.717936675019,56935.871302604115,1472,7028.486840754747,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-07-10,74,14666377.923919974,4083.0232806405324,63553.05279939415,1227,7812.073244407773,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-07-17,75,14658565.850675566,4536.659256829946,70911.49006761311,1044,8675.394285738468,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-07-24,76,14649890.456389828,5036.072105736661,79087.47150444465,1102,9624.715380009264,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-07-31,77,14640265.741009818,5584.762657770865,88163.49633241896,1349,10666.335981965065,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-08-07,78,14629599.405027853,6186.221990624812,98228.37298153075,1903,11806.454921310768,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-08-14,79,14617792.950106543,6843.848380605185,109377.20151286063,3170,13050.999236948788,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-08-21,80,14604741.950869594,7560.842758784749,121711.20637162912,4143,14405.411632273346,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-08-28,81,14590336.53923732,8340.080031684833,135337.38073100164,4765,15874.392205627635,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-09-04,82,14574462.147031693,9183.954038686301,150367.89892962697,5179,17461.59120951034,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-09-11,83,14557000.555822182,10094.19468688525,166919.24949093888,5057,19169.251434981823,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-09-18,84,14537831.3,11071.657030480446,185111.03858232553,4911,20997.801588110626,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-09-25,85,14516833.50279909,12116.083848401497,205064.4133525142,4400,22945.405893608928,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-10-02,86,14493888.096905481,13225.845708906592,226900.05738561825,3948,25007.480249324813,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-10-09,87,14468880.616656156,14397.66564505754,250735.71769879299,3843,27176.19159,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-10-16,88,14441704.425065132,15626.33938569882,276683.2355491754,2901,29439.964580301195,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-10-23,89,14412264.46048483,16904.46647495265,304845.07304022333,2623,31783.02794351615,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-10-30,90,14380481.432541315,18222.21230792039,335310.35515077144,2505,34185.04111525975,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-11-06,91,14346296.391426055,19567.12566986299,368150.4829040877,3291,36620.849279303104,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-11-13,92,14309675.542146752,20924.040147782125,403414.41770547244,3983,39060.42010207474,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-11-20,93,14270615.122044677,22275.089951827176,441123.7880035021,4577,41469.016778158024,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-11-27,94,14229146.105266519,23599.87026882441,481268.0244646621,5435,43807.65769029595,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-12-04,95,14185338.447576223,24875.768286172744,523799.78413760895,6606,46033.90142725594,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-12-11,96,14139304.546148967,26078.482661309557,568630.9711897281,9012,48102.976065222174,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-12-18,97,14091201.570083745,27182.73608307955,615629.6938331802,19114,49969.24349674024,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2021-12-25,98,14041232.326587005,28163.167981735638,664618.5054,53158,51587.954651188105,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2022-01-01,99,13989644.371935816,28995.37361466157,715374.2544495277,102327,52917.21289939061,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2022-01-08,100,13936727.159036426,29657.033913188872,767629.8070503904,91419,53920.02566723712,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2022-01-15,101,13882807.133369189,30129.060729582907,821077.8059012339,73765,54566.294377291575,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2022-01-22,102,13828240.838991897,30396.66805794381,875376.4929501638,46818,54834.57657355815,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2022-01-29,103,13773406.262418339,30450.27482224705,930157.4627594189,32121,54713.45660787448,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2022-02-05,104,13718692.805810465,30286.151343343045,985035.0428461975,22287,54202.38518121466,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2022-02-12,105,13664490.42062925,29906.74028243322,1039616.8390883227,17757,53311.892332844436,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2022-02-19,106,13611178.528296405,29320.612168360414,1093514.8595352399,13515,52063.13819183037,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2022-02-26,107,13559115.390104575,28542.051825272665,1146356.5580701577,12360,50486.83265275881,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2022-03-05,108,13508628.557451816,27590.309817351488,1197795.132730838,11362,48621.61902075447,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2022-03-12,109,13460006.938431062,26488.586587200345,1247518.474981744,11362,46512.06781058945,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2022-03-19,110,13413494.870620472,25262.84118230367,1295256.2881972303,11329,44206.45790451579,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2022-03-26,111,13369288.412715957,23940.52805620354,1340785.059227847,14363,41754.52969171293,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2022-04-02,112,13327533.883024244,22549.363549971597,1383930.7534257928,18070,39205.379529995844,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2022-04-09,113,13288328.503494248,21116.209886323522,1424569.2866194362,22562,36605.63158639334,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2022-04-16,114,13251722.871907854,19666.14227359742,1462624.9858185553,23106,33997.978926513344,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2022-04-23,115,13217724.892981341,18221.738367203176,1498067.3686514627,21953,31420.138395879418,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
2022-04-30,116,13186304.754585462,16802.603147202535,1530906.642267343,17176,28904.220215789974,0.274589937,0.25745758762031107,1.9221295558752982,1.8022031133421774,1.0665443543212605,1.0665443543212605,3.8841348947725054,0.5548764135389294,,,,
